gene_id,Pact19_S118_R1.gtf,Pact20_S119_R1.gtf,Pact21_S120_R1.gtf,Pact29_S121_R1.gtf,Pact30_S122_R1.gtf,Pact31_S123_R1.gtf,Pact39_S124_R1.gtf,Pact40_S125_R1.gtf,Pact41_S126_R1.gtf,Pact49_S127_R1.gtf,Pact50_S128_R1.gtf,Pact51_S129_R1.gtf,Pact59_S130_R1.gtf,Pact60_S131_R1.gtf,Pact66_S132_R1.gtf,Pact67_S133_R1.gtf,Pact68_S134_R1.gtf,Pact69_S135_R1.gtf
Pocillopora_acuta_HIv1_PredGene_g9783.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g20658.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5843.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5241.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27553.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12076.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12076.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21774.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g30725.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2512.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18485.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g19228.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18017.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25043.t1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g29033.t1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0
Pocillopora_acuta_HIv1_PredGene_g33288.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g33288.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14198.t1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32520.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11000.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3799.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g19691.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g19691.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g7837.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23404.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26069.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9362.t1,0,7,6,12,0,18,7,9,12,8,12,0,10,10,15,0,20,7
Pocillopora_acuta_HIv1_PredGene_g17592.t1,0,0,2,0,0,0,2,0,3,2,0,0,0,0,0,2,0,3
Pocillopora_acuta_HIv1_PredGene_g31768.t1,0,0,0,0,26,0,21,0,0,0,18,15,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5538.t1,0,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9066.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g16955.t1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24203.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11002.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24203.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21290.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.5341,7,0,0,4,10,7,4,12,0,0,5,7,0,13,8,13,0,0
STRG.1199,9,0,3,9,7,10,0,0,0,4,0,8,4,0,0,9,0,0
Pocillopora_acuta_HIv1_PredGene_g12142.t1,0,19,0,0,17,22,9,18,18,13,15,0,26,22,16,13,26,0
Pocillopora_acuta_HIv1_PredGene_g18312.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g10998.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8229.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21444.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24226.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4004.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15791.t1,0,0,2,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g6430.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14645.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2247.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31688.t1,0,0,5,0,0,6,0,0,0,0,0,10,8,0,0,0,10,0
STRG.5347,99,0,0,0,0,0,26,0,48,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8137.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23406.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_1681_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.738,77,41,48,56,53,49,45,29,46,39,34,50,49,37,82,45,61,58
STRG.739,63,47,40,38,60,59,31,38,40,37,49,51,61,50,100,60,69,57
STRG.734,76,44,71,69,89,48,51,33,72,73,42,47,85,50,61,62,117,43
STRG.735,37,36,31,41,42,32,34,27,31,32,21,28,30,28,35,26,22,18
Pocillopora_acuta_HIv1_PredGene_g24201.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.737,2,3,2,2,4,3,0,2,0,4,2,0,2,2,0,1,0,2
Pocillopora_acuta_HIv1_PredGene_g17894.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.731,3,0,0,6,0,0,4,0,5,3,0,3,0,0,0,0,6,0
STRG.732,30,0,22,0,0,14,13,0,0,20,0,0,13,0,0,18,0,0
STRG.733,52,27,56,49,50,49,42,47,62,60,40,48,37,37,37,42,32,28
Pocillopora_acuta_HIv1_PredGene_g1864.t4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1864.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1864.t2,0,0,0,8,23,10,0,0,13,8,0,9,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1864.t3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26635.t1,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11067.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24793.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g33613.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g33570.t1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
STRG.4506,4,1,7,5,2,4,3,2,4,8,4,6,6,6,3,4,3,3
Pocillopora_acuta_HIv1_PredGene_g3633.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.4504,49,22,32,38,34,32,50,51,26,37,56,37,40,30,21,37,39,24
STRG.4505,15,12,13,12,8,15,0,9,0,8,10,0,11,6,0,13,8,8
Pocillopora_acuta_HIv1_PredGene_g3054.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.4503,17,0,0,24,13,14,17,12,0,28,15,0,0,18,0,10,22,0
STRG.4500,12,12,13,0,0,19,9,14,13,9,22,13,16,11,0,0,6,0
STRG.4501,3,3,3,2,4,0,3,3,4,3,3,4,3,3,4,4,3,3
STRG.4508,6,3,6,4,5,4,5,2,3,5,2,3,3,2,0,0,0,0
STRG.4509,4,3,3,4,3,3,4,3,3,3,3,3,3,3,1,1,2,1
Pocillopora_acuta_HIv1_PredGene_g12082.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26637.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_8865_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3596.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g10489.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18007.t1,0,0,4,0,0,8,0,0,0,0,0,7,4,0,4,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8640.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32993.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3631.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3631.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g20618.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25011.t1,0,0,7,0,0,0,8,0,2,5,0,0,0,0,8,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24701.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25011.t3,0,0,8,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17896.t1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21780.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1866.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5050.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
STRG.11217,8,4,6,0,6,0,4,0,0,5,8,0,4,0,0,5,0,0
Pocillopora_acuta_HIv1_PredGene_g23624.t1,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,8,0
STRG.11215,13,8,8,0,13,7,8,11,15,16,10,14,7,6,0,13,15,0
STRG.11214,12,11,8,0,9,6,3,7,0,0,0,12,4,6,4,0,0,0
STRG.11213,6,4,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0
STRG.11212,15,15,9,9,0,10,8,12,0,11,9,7,10,0,8,0,5,0
STRG.11211,1,0,2,1,1,1,0,1,2,0,1,0,1,1,1,0,0,0
STRG.11210,25,6,27,13,20,11,15,22,26,19,13,13,14,8,0,5,0,6
Pocillopora_acuta_HIv1_PredGene_g12421.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
Pocillopora_acuta_HIv1_PredGene_g13382.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.11218,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12786.t1,0,5,0,7,0,5,0,0,0,0,0,4,0,0,4,0,0,5
Pocillopora_acuta_HIv1_PredGene_g33572.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g33572.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13998.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2926.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g10786.t1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_26705_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27471.t1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g29660.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4526.t1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_3184_t,0,12,13,0,20,12,12,6,17,15,13,10,15,19,19,12,15,12
Pocillopora_acuta_HIv1_PredGene_g13946.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.4102,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12136.t1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31947.t1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31639.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1603.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14183.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13243.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g20323.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14270.t1,0,3,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1
Pocillopora_acuta_HIv1_PredGene_g15530.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18326.t1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1778.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26707.t1,0,3,0,0,0,0,0,0,0,3,5,0,10,7,4,0,0,0
Pocillopora_acuta_HIv1_PredGene_18072_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9477.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Pocillopora_acuta_HIv1_PredGene_g20259.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g7840.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13464.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13464.t3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31346.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_7290_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11462.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8380.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12253.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9475.t1,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,1,0,0
Pocillopora_acuta_HIv1_PredGene_g23264.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.494,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11522.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g7165.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9704.t1,0,0,5,8,7,0,4,0,3,3,0,6,5,7,9,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17371.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15494.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g16880.t1,0,4,0,5,3,4,6,10,7,10,0,4,9,4,0,3,0,0
Pocillopora_acuta_HIv1_PredGene_g31409.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24085.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28204.t1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28249.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5977.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g19413.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17373.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11520.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32767.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13466.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25354.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11460.t1,0,0,0,0,13,11,9,8,6,0,4,0,7,11,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18578.t1,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12297.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g30218.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g19411.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g16648.t1,0,1,1,1,1,2,1,0,1,1,0,2,0,1,1,0,0,0
Pocillopora_acuta_HIv1_PredGene_g7172.t1,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0
STRG.6218,5,8,0,11,18,0,8,13,4,10,10,5,0,15,0,12,19,5
STRG.6219,3,0,0,5,6,8,0,0,0,0,0,0,0,4,0,0,5,0
STRG.6210,2,0,3,3,1,2,3,0,0,3,0,0,1,2,8,2,0,1
STRG.6211,95,35,61,31,66,54,55,63,127,59,57,63,65,65,75,54,60,25
STRG.6212,43,33,28,41,28,37,23,31,0,21,32,32,36,23,28,33,31,21
STRG.6213,19,0,18,15,16,0,0,0,0,0,0,0,0,11,0,0,11,0
STRG.6214,19,0,0,18,0,0,0,7,0,11,9,0,13,0,4,0,0,0
STRG.6215,21,17,25,27,25,12,22,20,15,21,18,17,12,13,9,12,29,12
STRG.6216,22,3,35,12,24,4,19,16,29,22,24,13,22,25,23,9,14,3
Pocillopora_acuta_HIv1_PredGene_19168_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32765.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2291.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14824.t1,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,5,0
Pocillopora_acuta_HIv1_PredGene_g16882.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_1890_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.3369,32,24,31,28,17,28,14,19,17,25,16,10,15,14,4,5,20,0
STRG.3368,7,0,8,6,4,4,7,7,8,4,0,6,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18181.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.3363,15,0,9,11,7,0,0,12,9,0,7,0,0,0,0,0,8,10
STRG.3362,16,7,19,12,12,0,21,21,12,12,14,9,18,6,9,12,22,11
STRG.3361,4,2,3,3,8,0,2,3,0,0,2,0,2,2,0,4,5,4
STRG.3360,282,211,232,251,198,242,193,166,175,196,129,144,203,179,130,135,159,104
STRG.3367,18,9,14,17,10,15,18,11,18,14,9,0,12,0,0,5,11,5
STRG.3366,7,0,0,6,0,8,0,2,9,0,0,0,9,6,3,0,0,0
STRG.3365,2,1,0,0,1,1,0,1,1,2,2,1,0,0,0,2,1,1
STRG.3364,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
STRG.9086,2,2,0,0,2,2,0,2,3,0,0,0,2,0,0,2,0,0
Pocillopora_acuta_HIv1_PredGene_g12566.t1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11919.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.1291,6,2,4,3,4,4,5,2,5,5,5,0,3,3,5,3,5,0
STRG.1290,2,3,5,0,3,2,2,1,2,5,3,0,2,3,2,0,4,0
STRG.1293,2,0,1,1,3,0,1,2,2,1,2,2,1,2,1,0,2,1
STRG.1292,2,1,3,1,1,1,2,2,3,2,3,2,3,2,2,1,1,0
STRG.1295,246,120,157,152,169,162,161,167,170,169,154,143,153,139,103,158,164,103
STRG.1294,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.1297,207,193,169,176,194,206,259,217,227,272,232,159,213,205,179,147,231,170
STRG.1296,3651,509,3373,942,3505,1525,2364,1587,2299,1595,3108,2079,664,1377,1437,733,1123,1300
STRG.1299,9,12,0,8,7,22,8,11,15,0,0,0,0,0,0,10,0,0
STRG.1298,19,19,23,31,18,21,21,12,22,13,24,12,24,25,23,23,18,0
Pocillopora_acuta_HIv1_PredGene_g6320.t1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Pocillopora_acuta_HIv1_PredGene_g23747.t1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
Pocillopora_acuta_HIv1_PredGene_g7432.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2925.t1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g10902.t1,0,87,98,284,0,178,3,0,24,4,0,26,24,32,22,40,54,60
Pocillopora_acuta_HIv1_PredGene_g24444.t1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2986.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15595.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_5929_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13473.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15893.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.2018,5,2,0,3,4,8,2,3,3,5,4,4,3,2,0,2,2,0
STRG.2019,24,12,19,0,18,16,18,12,24,18,23,19,30,14,0,10,19,0
Pocillopora_acuta_HIv1_PredGene_g26160.t1,0,0,6,2,0,0,4,3,6,6,6,0,8,0,2,5,0,0
STRG.2012,9,9,13,8,11,9,12,8,0,19,6,0,0,3,0,4,9,0
STRG.2013,86,41,79,36,71,34,59,77,82,53,50,55,49,52,16,31,45,13
Pocillopora_acuta_HIv1_PredGene_g32440.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.2011,12,8,23,0,15,7,0,6,14,11,21,16,0,15,0,0,4,0
STRG.2016,2,1,3,0,3,0,0,2,3,1,3,0,4,0,2,0,2,0
STRG.2017,4,0,0,0,9,0,0,4,0,6,0,0,0,0,0,0,0,0
STRG.2014,13,6,7,9,8,11,6,0,3,0,0,11,12,5,7,0,10,0
STRG.2015,5,4,0,0,0,6,8,0,0,8,0,6,12,12,7,9,0,0
